web_scraper_order,web_scraper_start_url,name,price,adress,img_link
"1765148637-418","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-3764064"
"1765148637-419","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots métissés berger allemand","300 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-metisses-berger-allemand-3763206"
"1765148637-420","https://sn.coinafrique.com/categorie/chiens?page=6","Husky de Sibérie","350 000CFA","Mboro, Sénégal","https://sn.coinafrique.com/annonce/chiens/husky-de-siberie-3760923"
"1765148637-421","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Boerboel","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-boerboel-3757511"
"1765148637-422","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Labrador","350 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3756515"
"1765148637-423","https://sn.coinafrique.com/categorie/chiens?page=6","Caniche Bichon","275 000CFA","Gueule Tapée, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3745475"
"1765148637-424","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pittbull-3742224"
"1765148637-425","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-3742171"
"1765148637-426","https://sn.coinafrique.com/categorie/chiens?page=6","Chiuawa toy","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiuawa-toy-3740587"
"1765148637-427","https://sn.coinafrique.com/categorie/chiens?page=6","Yorkshire toy terrier","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/yorkshire-toy-terrier-3740585"
"1765148637-428","https://sn.coinafrique.com/categorie/chiens?page=6","Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bulldog-francais-3740584"
"1765148637-429","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Spitz","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-3734409"
"1765148637-430","https://sn.coinafrique.com/categorie/chiens?page=6","Chien malinois","200 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-malinois-3722963"
"1765148637-431","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot malinois","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3712064"
"1765148637-432","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Pitbull","500 000CFA","Pout, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3702631"
"1765148637-433","https://sn.coinafrique.com/categorie/chiens?page=6","Bichon malte","95 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-malte-3701821"
"1765148637-434","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot bergers allemands","250 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bergers-allemands-3698110"
"1765148637-435","https://sn.coinafrique.com/categorie/chiens?page=6","Rottweiler royal  femelle","350 000CFA","Toubab Dialao, Sénégal","https://sn.coinafrique.com/annonce/chiens/rottweiler-royal-femelle-3696751"
"1765148637-436","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Labradors","65 000CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-3696528"
"1765148637-437","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Chowsky","600 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-chowsky-3685884"
"1765148637-438","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Caniche bichon","300 000CFA","Gueule Tapée, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-bichon-3680927"
"1765148637-439","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Berger Allemand","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3676669"
"1765148830-440","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Allemand","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4268216"
"1765148830-441","https://sn.coinafrique.com/categorie/chiens?page=5","Chien Berger Allemand","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4266819"
"1765148830-442","https://sn.coinafrique.com/categorie/chiens?page=5","Chien berger Allemand","250 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4263673"
"1765148830-443","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Malinois","Prix sur demande","Saly, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4260253"
"1765148830-444","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4257284"
"1765148830-445","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot  Malinois","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4255782"
"1765148830-446","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots  Bergers australien","650 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-australien-4242936"
"1765148830-447","https://sn.coinafrique.com/categorie/chiens?page=5","Chien  Rottweiler","350 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-rottweiler-4242529"
"1765148830-448","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Pitbull","Prix sur demande","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4240673"
"1765148830-449","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots malinois","220 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4235508"
"1765148830-450","https://sn.coinafrique.com/categorie/chiens?page=5","Chien","150 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-4227862"
"1765148830-451","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pitbull","100 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4226576"
"1765148830-452","https://sn.coinafrique.com/categorie/chiens?page=5","Chien Berger allemand","350 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4221634"
"1765148830-453","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon Maltais","190 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4220294"
"1765148830-454","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Allemand","125 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4220216"
"1765148830-455","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pitbulls","190 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbulls-4219520"
"1765148830-456","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pitbull","130 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4219240"
"1765148830-457","https://sn.coinafrique.com/categorie/chiens?page=5","Chien","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-4216138"
"1765148830-458","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots berger allemand","175 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4209184"
"1765148830-459","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Belge","250 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-belge-4206429"
"1765148830-460","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Allemand","150 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4206427"
"1765148830-461","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Caniches","150 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-caniches-4206419"
"1765148830-462","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot  Allemand","600 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-allemand-4204043"
"1765148830-463","https://sn.coinafrique.com/categorie/chiens?page=5","Chiens Berger Allemand","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4203333"
"1765148830-464","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Allemand","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4203328"
"1765148830-465","https://sn.coinafrique.com/categorie/chiens?page=5","Chien","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-4198141"
"1765148830-466","https://sn.coinafrique.com/categorie/chiens?page=5","Chienne malinois","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chienne-malinois-4192516"
"1765148830-467","https://sn.coinafrique.com/categorie/chiens?page=5","Chienne malinoise","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chienne-malinoise-4191047"
"1765148830-468","https://sn.coinafrique.com/categorie/chiens?page=5","Chiens","150 000CFA","Lac rose, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-4190505"
"1765148830-469","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot berger malinois","130 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4189681"
"1765148830-470","https://sn.coinafrique.com/categorie/chiens?page=5","Chien Malinois","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4186380"
"1765148830-471","https://sn.coinafrique.com/categorie/chiens?page=5","Chiens Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-labrador-4186378"
"1765148830-472","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Malinois","200 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4186165"
"1765148830-473","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot pitbull","100 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4180447"
"1765148830-474","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon Maltais","100 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4178317"
"1765148830-475","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots bergers allemands","200 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4176841"
"1765148830-476","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot","150 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-4174428"
"1765148830-477","https://sn.coinafrique.com/categorie/chiens?page=5","Chiens berger allemand","200 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4172538"
"1765148830-478","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Berger allemand","Prix sur demande","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4171222"
"1765148830-479","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot  Caniche","300 000CFA","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4169389"
"1765148830-480","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots labrador","400 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-4167214"
"1765148830-481","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon","150CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4165184"
"1765148830-482","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots  Malinois","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4162884"
"1765148830-483","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots  Malinois","350 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4159449"
"1765148830-484","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Malinois","150 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4158059"
"1765148830-485","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots","120 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-4149988"
"1765148830-486","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4149942"
"1765148830-487","https://sn.coinafrique.com/categorie/chiens?page=5","Chien Jack russell","175 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-jack-russell-4142083"
"1765148830-488","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Labrador","750 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4141864"
"1765148830-489","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Berger Allemand","125 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4141061"
"1765148830-490","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon","70 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4137626"
"1765148830-491","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots berger allemand","150 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4135756"
"1765148830-492","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Mal Bichon","250CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-mal-bichon-4134271"
"1765148830-493","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Allemand","100 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4131053"
"1765148830-494","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot  berger","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-4130159"
"1765148830-495","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots malinois","280 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4126440"
"1765148830-496","https://sn.coinafrique.com/categorie/chiens?page=5","Chienne Golden Retriever","700 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chienne-golden-retriever-4126336"
"1765148830-497","https://sn.coinafrique.com/categorie/chiens?page=5","Chienne Labrador","650 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chienne-labrador-4126334"
"1765148830-498","https://sn.coinafrique.com/categorie/chiens?page=5","Chiens Rottweiler","1 350 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-rottweiler-4126333"
"1765148830-499","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4125861"
"1765148830-500","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger allemand","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4125859"
"1765148830-501","https://sn.coinafrique.com/categorie/chiens?page=5","Chien Bichon","150 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-bichon-4124637"
"1765148830-502","https://sn.coinafrique.com/categorie/chiens?page=5","Chien berger allemand","140 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4121621"
"1765148830-503","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot bichon maltais","130 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4118672"
"1765148830-504","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots malinois","280 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4118286"
"1765148830-505","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Caniche bichon","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-bichon-4117078"
"1765148830-506","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot mâle bichon","100 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-male-bichon-4108812"
"1765148830-507","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Spitz Nain Pomeranien","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-nain-pomeranien-4105901"
"1765148830-508","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot berger malinois","700 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4085335"
"1765148830-509","https://sn.coinafrique.com/categorie/chiens?page=5","Chien berger allemand","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4080591"
"1765148830-510","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pitbull","100 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4078372"
"1765148830-511","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bichons","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4077248"
"1765148830-512","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Pitbull","100 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4070065"
"1765148830-513","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot husky sibérien","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-4063809"
"1765148830-514","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Golden Retriever","650 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-golden-retriever-4059349"
"1765148830-515","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots bergers allemands","160 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4057130"
"1765148830-516","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bulldog-francais-4056315"
"1765148830-517","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Rottweiller","200 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-4051242"
"1765148830-518","https://sn.coinafrique.com/categorie/chiens?page=5","Chiot Bichon","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4048503"
"1765148830-519","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bichons","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4048333"
"1765148830-520","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots berger allemand","180 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4047402"
"1765148830-521","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Berger Allemand","130 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4044025"
"1765148830-522","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots Bichons","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4041802"
"1765148830-523","https://sn.coinafrique.com/categorie/chiens?page=5","Chiots bichons","130 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4041795"
"1765149022-524","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens berger allemand","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4604923"
"1765149022-525","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","100 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4595120"
"1765149022-526","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon maltais femelle","130 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-femelle-4583262"
"1765149022-527","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Boerboel","250CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4580660"
"1765149022-528","https://sn.coinafrique.com/categorie/chiens?page=4","Chien American Bully","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-american-bully-4579870"
"1765149022-529","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","150 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4578293"
"1765149022-530","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rottweiler","250 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4578118"
"1765149022-531","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","175 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4578066"
"1765149022-532","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Malinois charbonner","250 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-charbonner-4560526"
"1765149022-533","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens malinois","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-4559186"
"1765149022-534","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Bichon maltais","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-4557442"
"1765149022-535","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots mâle","195 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-male-4556192"
"1765149022-536","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","350 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4549443"
"1765149022-537","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot femelle Malinois et Red Nose","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-malinois-et-red-nose-4548513"
"1765149022-538","https://sn.coinafrique.com/categorie/chiens?page=4","Rottweiler femelle 2 mois","275 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/rottweiler-femelle-2-mois-4543266"
"1765149022-539","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rott","300 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rott-4532830"
"1765149022-540","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Malinois","250 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4532826"
"1765149022-541","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","150 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4532817"
"1765149022-542","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4532063"
"1765149022-543","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bergers Allemands","125 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4530727"
"1765149022-544","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","700 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4513587"
"1765149022-545","https://sn.coinafrique.com/categorie/chiens?page=4","Chiotte Berger Allemand","230 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiotte-berger-allemand-4513582"
"1765149022-546","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens  Malinois charbonnés","700 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-charbonnes-4513573"
"1765149022-547","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Boerbool","550 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerbool-4513571"
"1765149022-548","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4499987"
"1765149022-549","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon Maltais","120 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4497142"
"1765149022-550","https://sn.coinafrique.com/categorie/chiens?page=4","Bichon Maltais","150 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4497133"
"1765149022-551","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichon Maltais","150 000CFA","Lac rose, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-4491233"
"1765149022-552","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","275CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4482375"
"1765149022-553","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Rottweiler","350 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4482373"
"1765149022-554","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Kangal","Prix sur demande","Saly, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-kangal-4473735"
"1765149022-555","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4463659"
"1765149022-556","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","150 000CFA","Fass, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4456414"
