web_scraper_order,web_scraper_start_url,name,price,adress,img_link
"1765149022-557","https://sn.coinafrique.com/categorie/chiens?page=4","Femelles Bichon Maltais","170 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/femelles-bichon-maltais-4436255"
"1765149022-558","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4413898"
"1765149022-559","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Berger Allemand","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4413893"
"1765149022-560","https://sn.coinafrique.com/categorie/chiens?page=4","Chien","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-4413890"
"1765149022-561","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot","Prix sur demande","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-4408048"
"1765149022-562","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Presa Canario","Prix sur demande","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-presa-canario-4407651"
"1765149022-563","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","180 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4405915"
"1765149022-564","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichon Maltais","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-4405536"
"1765149022-565","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Caniche","120 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4404913"
"1765149022-566","https://sn.coinafrique.com/categorie/chiens?page=4","Chien Malinois","130 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4399201"
"1765149022-567","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","300 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4396584"
"1765149022-568","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon Maltais","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4396239"
"1765149022-569","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon femelle","160 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-femelle-4391785"
"1765149022-570","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Husky","400 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-husky-4390232"
"1765149022-571","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4380821"
"1765149022-572","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Berger Malinois","170 000CFA","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-4375184"
"1765149022-573","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","150 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4372068"
"1765149022-574","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger Allemand","300 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4364394"
"1765149022-575","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Labrador","600 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4362528"
"1765149022-576","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","160 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4359376"
"1765149022-577","https://sn.coinafrique.com/categorie/chiens?page=4","Vente chiot pittbull  femelle","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/vente-chiot-pittbull-femelle-4351149"
"1765149022-578","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Berger allemand","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4351042"
"1765149022-579","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4349193"
"1765149022-580","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Malinois","140 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-4347191"
"1765149022-581","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","225 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4347159"
"1765149022-582","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-4344699"
"1765149022-583","https://sn.coinafrique.com/categorie/chiens?page=4","Chien  Berger","Prix sur demande","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-4344463"
"1765149022-584","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4332159"
"1765149022-585","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Caniche","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4330813"
"1765149022-586","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4330247"
"1765149022-587","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Pitbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4327552"
"1765149022-588","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Boerbull","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-boerbull-4324260"
"1765149022-589","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Malinois","225 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4318517"
"1765149022-590","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot berger allemand","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4315123"
"1765149022-591","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots berger allemand","180 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4315045"
"1765149022-592","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4314748"
"1765149022-593","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Malinois","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4312162"
"1765149022-594","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Bichon nain","200 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-nain-4311860"
"1765149022-595","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4307889"
"1765149022-596","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Cane Corso","400 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4300394"
"1765149022-597","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot  Berger Allemand","200 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4296542"
"1765149022-598","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Cane Corso","350 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4295604"
"1765149022-599","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots  Akita japonaise","850 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-akita-japonaise-4294289"
"1765149022-600","https://sn.coinafrique.com/categorie/chiens?page=4","Chiens Malinois","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-4290173"
"1765149022-601","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Labradors","650 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-4287921"
"1765149022-602","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Husky's","250 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-huskys-4284697"
"1765149022-603","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Cane Corso","350 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4283254"
"1765149022-604","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot croisé Husky / Berger Allemand","180 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-croise-husky-berger-allemand-4280738"
"1765149022-605","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Bichons","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4277694"
"1765149022-606","https://sn.coinafrique.com/categorie/chiens?page=4","Chiots Berger Allemand","260 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4277563"
"1765149022-607","https://sn.coinafrique.com/categorie/chiens?page=4","Chiot Bichon","150 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4268527"
"1765149222-608","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","300 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4993670"
"1765149222-609","https://sn.coinafrique.com/categorie/chiens?page=3","Chien","350 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-4969495"
"1765149222-610","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais pur race","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-pur-race-4968565"
"1765149222-611","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon maltais","180 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4968555"
"1765149222-612","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots croisé Boer et Root","150 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-croise-boer-et-root-4919750"
"1765149222-613","https://sn.coinafrique.com/categorie/chiens?page=3","chiot boerboel","500 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4960771"
"1765149222-614","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","120 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4953991"
"1765149222-615","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4953869"
"1765149222-616","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","120 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4951836"
"1765149222-617","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerboel","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-4951796"
"1765149222-618","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Pitbull","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4951773"
"1765149222-619","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot chihuahua","390 000CFA","Ngaparou, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-chihuahua-4946002"
"1765149222-620","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","100 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4943304"
"1765149222-621","https://sn.coinafrique.com/categorie/chiens?page=3","Couple de chiot de race","75 000CFA","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/couple-de-chiot-de-race-4937044"
"1765149222-622","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","180 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4935684"
"1765149222-623","https://sn.coinafrique.com/categorie/chiens?page=3","Lolou de pomeranien","700 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/lolou-de-pomeranien-4934169"
"1765149222-624","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot bichon Maltais","150 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4934038"
"1765149222-625","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Rottweiler","300 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4920593"
"1765149222-626","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Malinois","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-malinois-4910751"
"1765149222-627","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot femelle caniche","150 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-caniche-4893046"
"1765149222-628","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4892261"
"1765149222-629","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","150 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4888701"
"1765149222-630","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Malinois","300 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4887929"
"1765149222-631","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand","150 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4885136"
"1765149222-632","https://sn.coinafrique.com/categorie/chiens?page=3","Pitbull","135 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/pitbull-4885134"
"1765149222-633","https://sn.coinafrique.com/categorie/chiens?page=3","Golden Retriever","300 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/golden-retriever-4885131"
"1765149222-634","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4875998"
"1765149222-635","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Caniche","150 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4867390"
"1765149222-636","https://sn.coinafrique.com/categorie/chiens?page=3","Bichons maltin pure race","250 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichons-maltin-pure-race-4865327"
"1765149222-637","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots berger allemand","150 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4858734"
"1765149222-638","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Golden retriever","650 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4853861"
"1765149222-639","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Chiwawa","550 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-chiwawa-4853647"
"1765149222-640","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky","200 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4852383"
"1765149222-641","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Cane Corso","Prix sur demande","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4851447"
"1765149222-642","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Belgian Malinois charbonne","250 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-belgian-malinois-charbonne-4850412"
"1765149222-643","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Rottweiler","250 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-4848898"
"1765149222-644","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots spitz nain","800 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-4845887"
"1765149222-645","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","150 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4845561"
"1765149222-646","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand","150 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4840125"
"1765149222-647","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","350 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4837526"
"1765149222-648","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand poil long","150 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-poil-long-4834152"
"1765149222-649","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","250 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829755"
"1765149222-650","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","500 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829728"
"1765149222-651","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","160 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4817314"
"1765149222-652","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky pur sang","250 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-pur-sang-4814513"
"1765149222-653","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots dog canaries","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-dog-canaries-4808208"
"1765149222-654","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois 4 mois","275CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4-mois-4807147"
"1765149222-655","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Malinois","77 963 888CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4806294"
"1765149222-656","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon Maltais","779 638 883CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4806292"
"1765149222-657","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot malinois femelle","250 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-femelle-4795597"
"1765149222-658","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","400 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4764005"
"1765149222-659","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger XL","250 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-xl-4758802"
"1765149222-660","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","290CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4755803"
"1765149222-661","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Husky","300 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-husky-4755258"
"1765149222-662","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots","20 000CFA","Gorée, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-4740260"
"1765149222-663","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","150 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4739575"
"1765149222-664","https://sn.coinafrique.com/categorie/chiens?page=3","Rottweiler","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/rottweiler-4727689"
"1765149222-665","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand Femelle","500 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4717577"
"1765149222-666","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","200 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4716925"
"1765149222-667","https://sn.coinafrique.com/categorie/chiens?page=3","Femelle Apbt Brinze","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/femelle-apbt-brinze-4711619"
"1765149222-668","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","779 638 883CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4695228"
"1765149222-669","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","777 621 466CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4683644"
"1765149222-670","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Malinois","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4681737"
"1765149222-671","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Ridgback","500 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-ridgback-4680610"
"1765149222-672","https://sn.coinafrique.com/categorie/chiens?page=3","Malinois mal","250CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/malinois-mal-4679677"
"1765149222-673","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","310 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4679501"
"1765149222-674","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichons Maltais","100 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-4672174"
"1765149222-675","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4670652"
"1765149222-676","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","250 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4667946"
"1765149222-677","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664453"
"1765149222-678","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664447"
"1765149222-679","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4660990"
"1765149222-680","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","160 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4659440"
"1765149222-681","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger allemand","175 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4657472"
"1765149222-682","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","Prix sur demande","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4653887"
"1765149222-683","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Golden Retriever","650 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4652247"
"1765149222-684","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand mâle","180 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-4636694"
"1765149222-685","https://sn.coinafrique.com/categorie/chiens?page=3","Caniche","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-4634226"
"1765149222-686","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Femelle adulte","500 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-femelle-adulte-4630010"
"1765149222-687","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4618143"
"1765149222-688","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon","150 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-4611544"
"1765149222-689","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4609624"
"1765149222-690","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Boerboel","275 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4607340"
"1765149222-691","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens boerbulls","Prix sur demande","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-boerbulls-4606579"
"1765149411-692","https://sn.coinafrique.com/categorie/chiens?page=2","Husky et Rotweiller","300 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/husky-et-rotweiller-5357616"
"1765149411-693","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots bichon","200 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-5357093"
"1765149411-694","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bouvier Bernois","Prix sur demande","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bouvier-bernois-5356412"
